year,region,country,sector,instrument_type,amount_usd_mn
2020,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.63
2021,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.68
2022,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.34
2013,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.05
2014,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.03
2015,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.04
2016,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.02
2017,Latin America & Caribbean,Mexico,Cross-cutting,Grant,0.02
2013,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.21
2014,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.35
2015,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.17
2016,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.04
2017,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.06
2018,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.06
2019,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.06
2021,Middle East & North Africa,Jordan,Cross-cutting,Grant,1.04
2022,Middle East & North Africa,Jordan,Cross-cutting,Grant,0.07
2013,South Asia,Pakistan,Cross-cutting,Grant,0.13
2014,South Asia,Pakistan,Cross-cutting,Grant,0.12
2015,South Asia,Pakistan,Cross-cutting,Grant,0.1
2021,South Asia,Pakistan,Cross-cutting,Grant,0.87
2022,South Asia,Pakistan,Cross-cutting,Grant,0.15
2013,South Asia,India,Cross-cutting,Grant,157.24
2014,South Asia,India,Cross-cutting,Grant,163.65
2015,South Asia,India,Cross-cutting,Grant,243.82
2016,South Asia,India,Cross-cutting,Grant,264.54
2017,South Asia,India,Cross-cutting,Grant,413.62
2018,South Asia,India,Cross-cutting,Grant,433.17
2019,South Asia,India,Cross-cutting,Grant,510.91
2015,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.27
2016,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.16
2017,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.2
2021,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.24
2013,South Asia,Nepal,Cross-cutting,Grant,0.33
2014,South Asia,Nepal,Cross-cutting,Grant,0.41
2015,South Asia,Nepal,Cross-cutting,Grant,0.51
2016,South Asia,Nepal,Cross-cutting,Grant,0.47
2017,South Asia,Nepal,Cross-cutting,Grant,0.11
2018,South Asia,Nepal,Cross-cutting,Grant,0.1
2019,South Asia,Nepal,Cross-cutting,Grant,0.1
2022,Europe & Central Asia,Ukraine,Cross-cutting,Grant,1.58
2021,Middle East & North Africa,Jordan,Energy Efficiency,Grant,0.01
2022,Middle East & North Africa,Jordan,Energy Efficiency,Grant,0.06
2013,East Asia & Pacific,Philippines,Cross-cutting,Grant,5.62
2014,East Asia & Pacific,Philippines,Cross-cutting,Grant,3.04
2015,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.79
2013,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.71
2014,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.52
2015,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.43
2016,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.25
2017,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.22
2013,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.22
2014,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.42
2016,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.19
2018,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.23
2019,Middle East & North Africa,Morocco,Cross-cutting,Grant,1.14
2020,Middle East & North Africa,Morocco,Cross-cutting,Grant,1.33
2021,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.83
2022,Middle East & North Africa,Morocco,Cross-cutting,Grant,1.38
2014,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.14
2015,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.14
2016,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.21
2017,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.05
2018,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.07
2019,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.06
2020,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.09
2021,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.11
2022,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.07
2013,Latin America & Caribbean,Colombia,Cross-cutting,Grant,0.02
2014,Latin America & Caribbean,Colombia,Cross-cutting,Grant,0.02
2015,Latin America & Caribbean,Colombia,Cross-cutting,Grant,0.02
2013,South Asia,India,Cross-cutting,Grant,0.13
2014,South Asia,India,Cross-cutting,Grant,0.25
2015,South Asia,India,Cross-cutting,Grant,0.15
2016,South Asia,India,Cross-cutting,Grant,0.09
2017,South Asia,India,Cross-cutting,Grant,1.27
2018,South Asia,India,Cross-cutting,Grant,1.33
2019,South Asia,India,Cross-cutting,Grant,7.57
2020,South Asia,India,Cross-cutting,Grant,7.14
2021,South Asia,India,Cross-cutting,Grant,6.91
2022,South Asia,India,Cross-cutting,Grant,5.69
2013,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.41
2014,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.5
2015,Middle East & North Africa,Morocco,Cross-cutting,Grant,0.38
2022,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.9
2021,Sub-Saharan Africa,Kenya,Energy Efficiency,Grant,0.78
2022,Sub-Saharan Africa,Kenya,Energy Efficiency,Grant,0.44
2013,South Asia,India,Energy Efficiency,Grant,0.02
2014,South Asia,India,Energy Efficiency,Grant,0.07
2015,South Asia,India,Energy Efficiency,Grant,0.17
2016,South Asia,India,Energy Efficiency,Grant,0.18
2017,South Asia,India,Energy Efficiency,Grant,0.1
2018,South Asia,India,Energy Efficiency,Grant,0.14
2019,South Asia,India,Energy Efficiency,Grant,0.9
2020,South Asia,India,Energy Efficiency,Grant,0.62
2021,South Asia,India,Energy Efficiency,Grant,0.58
2021,East Asia & Pacific,Indonesia,Cross-cutting,Grant,1.11
2016,East Asia & Pacific,Vietnam,Cross-cutting,Grant,0.21
2017,East Asia & Pacific,Vietnam,Cross-cutting,Grant,0.21
2022,East Asia & Pacific,Vietnam,Cross-cutting,Grant,0.03
2013,Middle East & North Africa,Egypt,Cross-cutting,Grant,0.13
2020,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,0.08
2014,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.03
2015,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.76
2016,East Asia & Pacific,Philippines,Cross-cutting,Grant,1.1
2017,East Asia & Pacific,Philippines,Cross-cutting,Grant,0.96
2018,East Asia & Pacific,Philippines,Cross-cutting,Grant,1.44
2020,East Asia & Pacific,Philippines,Cross-cutting,Grant,2.1
2018,East Asia & Pacific,Philippines,Climate Adaptation,Grant,76.67
2019,East Asia & Pacific,Philippines,Climate Adaptation,Grant,39.71
2020,East Asia & Pacific,Philippines,Climate Adaptation,Grant,47.51
2021,East Asia & Pacific,Philippines,Climate Adaptation,Grant,37.33
2022,East Asia & Pacific,Philippines,Climate Adaptation,Grant,67.07
2013,Latin America & Caribbean,Brazil,Climate Adaptation,Grant,1.69
2014,Latin America & Caribbean,Brazil,Climate Adaptation,Grant,2.23
2015,Latin America & Caribbean,Brazil,Climate Adaptation,Grant,3.85
2016,Latin America & Caribbean,Brazil,Climate Adaptation,Grant,0.92
2017,Latin America & Caribbean,Brazil,Climate Adaptation,Grant,2.28
2018,Latin America & Caribbean,Brazil,Climate Adaptation,Grant,1.03
2019,Latin America & Caribbean,Brazil,Climate Adaptation,Grant,14.89
2020,Latin America & Caribbean,Brazil,Climate Adaptation,Grant,12.46
2021,Latin America & Caribbean,Brazil,Climate Adaptation,Grant,21.56
2022,Latin America & Caribbean,Brazil,Climate Adaptation,Grant,20.75
2021,South Asia,Pakistan,Cross-cutting,Grant,0.01
2021,Latin America & Caribbean,Colombia,Cross-cutting,Grant,0.58
2013,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.08
2014,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.03
2015,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.09
2016,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.1
2017,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.19
2018,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.3
2019,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.46
2020,Latin America & Caribbean,Brazil,Cross-cutting,Grant,1.77
2021,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.12
2022,Latin America & Caribbean,Brazil,Cross-cutting,Grant,0.14
2013,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.18
2014,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.08
2015,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.05
2016,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.01
2018,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.05
2019,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.02
2021,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.04
2022,Europe & Central Asia,Kazakhstan,Cross-cutting,Grant,0.01
2013,East Asia & Pacific,Philippines,Climate Adaptation,Grant,3.71
2014,East Asia & Pacific,Philippines,Climate Adaptation,Grant,1.75
2015,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.55
2017,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.4
2018,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.1
2020,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.7
2021,East Asia & Pacific,Philippines,Climate Adaptation,Grant,0.11
2022,East Asia & Pacific,Philippines,Climate Adaptation,Grant,1.07
2019,East Asia & Pacific,Thailand,Renewable Energy,Equity,14.48
2020,East Asia & Pacific,Thailand,Renewable Energy,Equity,14.91
2021,East Asia & Pacific,Thailand,Renewable Energy,Equity,14.92
2022,East Asia & Pacific,Thailand,Renewable Energy,Equity,17.18
2019,South Asia,Bangladesh,Renewable Energy,Equity,0.13
2020,South Asia,Bangladesh,Renewable Energy,Equity,0.11
2021,South Asia,Bangladesh,Renewable Energy,Equity,0.1
2022,South Asia,Bangladesh,Renewable Energy,Equity,0.11
2013,Middle East & North Africa,Tunisia,Energy Efficiency,Grant,140.66
2014,Middle East & North Africa,Tunisia,Energy Efficiency,Grant,142.82
2015,Middle East & North Africa,Tunisia,Energy Efficiency,Grant,116.45
2016,Middle East & North Africa,Tunisia,Energy Efficiency,Grant,123.88
2017,Middle East & North Africa,Tunisia,Energy Efficiency,Grant,149.46
2018,Middle East & North Africa,Tunisia,Energy Efficiency,Grant,170.88
2019,Middle East & North Africa,Tunisia,Energy Efficiency,Grant,178.51
2020,Middle East & North Africa,Tunisia,Energy Efficiency,Grant,201.72
2021,Middle East & North Africa,Tunisia,Energy Efficiency,Grant,231.03
2022,Middle East & North Africa,Tunisia,Energy Efficiency,Grant,235.06
2013,East Asia & Pacific,Thailand,Cross-cutting,Grant,3.28
2014,East Asia & Pacific,Thailand,Cross-cutting,Grant,6.03
2015,East Asia & Pacific,Thailand,Cross-cutting,Grant,5.31
2017,East Asia & Pacific,Thailand,Cross-cutting,Grant,9.98
2019,East Asia & Pacific,Thailand,Cross-cutting,Grant,29.46
2020,East Asia & Pacific,Thailand,Cross-cutting,Grant,31.34
2021,East Asia & Pacific,Thailand,Cross-cutting,Grant,19.42
2022,East Asia & Pacific,Thailand,Cross-cutting,Grant,20.97
2013,East Asia & Pacific,Philippines,Climate Adaptation,Grant,352.95
2014,East Asia & Pacific,Philippines,Climate Adaptation,Grant,569.29
2015,East Asia & Pacific,Philippines,Climate Adaptation,Grant,287.49
2016,East Asia & Pacific,Philippines,Climate Adaptation,Grant,53.95
2017,East Asia & Pacific,Philippines,Climate Adaptation,Grant,56.62
2022,East Asia & Pacific,Vietnam,Climate Adaptation,Grant,1.67
2013,East Asia & Pacific,Indonesia,Climate Adaptation,Grant,0.04
2014,East Asia & Pacific,Indonesia,Climate Adaptation,Grant,0.09
2015,East Asia & Pacific,Indonesia,Climate Adaptation,Grant,0.07
2016,East Asia & Pacific,Indonesia,Climate Adaptation,Grant,0.01
2017,East Asia & Pacific,Indonesia,Climate Adaptation,Grant,0.8
2018,East Asia & Pacific,Indonesia,Climate Adaptation,Grant,1.16
2019,East Asia & Pacific,Indonesia,Climate Adaptation,Grant,0.28
2020,East Asia & Pacific,Indonesia,Climate Adaptation,Grant,0.08
2021,East Asia & Pacific,Indonesia,Climate Adaptation,Grant,0.17
2022,East Asia & Pacific,Indonesia,Climate Adaptation,Grant,0.34
2014,East Asia & Pacific,Thailand,Renewable Energy,Equity,11.38
2019,Sub-Saharan Africa,Ethiopia,Climate Adaptation,Grant,0.93
2013,East Asia & Pacific,Vietnam,Climate Adaptation,Grant,1.25
2014,East Asia & Pacific,Vietnam,Climate Adaptation,Grant,1.61
2015,East Asia & Pacific,Vietnam,Climate Adaptation,Grant,4.05
2016,East Asia & Pacific,Vietnam,Climate Adaptation,Grant,3.71
2017,East Asia & Pacific,Vietnam,Climate Adaptation,Grant,1.86
2018,East Asia & Pacific,Vietnam,Climate Adaptation,Grant,0.25
2020,East Asia & Pacific,Vietnam,Climate Adaptation,Grant,0.24
2015,South Asia,Bangladesh,Energy Efficiency,Grant,0.27
2016,South Asia,Bangladesh,Energy Efficiency,Grant,2.37
2017,South Asia,Bangladesh,Energy Efficiency,Grant,1.55
2018,South Asia,Bangladesh,Energy Efficiency,Grant,4.06
2019,South Asia,Bangladesh,Energy Efficiency,Grant,1.58
2020,South Asia,Bangladesh,Energy Efficiency,Grant,1.98
2021,South Asia,Bangladesh,Energy Efficiency,Grant,2.85
2022,South Asia,Bangladesh,Energy Efficiency,Grant,1.02
2017,Latin America & Caribbean,Chile,Cross-cutting,Grant,0.31
2021,Latin America & Caribbean,Colombia,Cross-cutting,Grant,0.01
2020,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,0.01
2022,Sub-Saharan Africa,South Africa,Cross-cutting,Grant,0.05
2013,South Asia,Bangladesh,Cross-cutting,Grant,7.4
2014,South Asia,Bangladesh,Cross-cutting,Grant,7.47
2015,South Asia,Bangladesh,Cross-cutting,Grant,7.04
2016,South Asia,Bangladesh,Cross-cutting,Grant,6.9
2017,South Asia,Bangladesh,Cross-cutting,Grant,5.15
2018,South Asia,Bangladesh,Cross-cutting,Grant,5.5
2019,South Asia,Bangladesh,Cross-cutting,Grant,5.39
2020,South Asia,Bangladesh,Cross-cutting,Grant,5.33
2021,South Asia,Bangladesh,Cross-cutting,Grant,5.48
2022,South Asia,Bangladesh,Cross-cutting,Grant,6.73
2017,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,15.34
2018,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,16.51
2019,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,10.35
2020,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,8.21
2021,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,7.91
2022,Sub-Saharan Africa,Tanzania,Cross-cutting,Grant,0.97
2013,Sub-Saharan Africa,Kenya,Cross-cutting,Concessional Loan,492.61
2014,Sub-Saharan Africa,Kenya,Cross-cutting,Concessional Loan,581.87
2015,Sub-Saharan Africa,Kenya,Cross-cutting,Concessional Loan,472.33
2016,Sub-Saharan Africa,Kenya,Cross-cutting,Concessional Loan,448.53
2017,Sub-Saharan Africa,Kenya,Cross-cutting,Concessional Loan,577.16
2018,Sub-Saharan Africa,Kenya,Cross-cutting,Concessional Loan,762.04
2019,Sub-Saharan Africa,Kenya,Cross-cutting,Concessional Loan,1494.5
2020,Sub-Saharan Africa,Kenya,Cross-cutting,Concessional Loan,1716.91
2021,Sub-Saharan Africa,Kenya,Cross-cutting,Concessional Loan,1342.21
2022,Sub-Saharan Africa,Kenya,Cross-cutting,Concessional Loan,1160.22
2013,Middle East & North Africa,Egypt,Energy Efficiency,Grant,81.08
2014,Middle East & North Africa,Egypt,Energy Efficiency,Grant,80.18
2015,Middle East & North Africa,Egypt,Energy Efficiency,Grant,64.31
2016,Middle East & North Africa,Egypt,Energy Efficiency,Grant,73.72
2017,Middle East & North Africa,Egypt,Energy Efficiency,Grant,79.19
2018,Middle East & North Africa,Egypt,Energy Efficiency,Grant,95.92
2019,Middle East & North Africa,Egypt,Energy Efficiency,Grant,107.33
2020,Middle East & North Africa,Egypt,Energy Efficiency,Grant,108.71
2021,Middle East & North Africa,Egypt,Energy Efficiency,Grant,117.04
2022,Middle East & North Africa,Egypt,Energy Efficiency,Grant,134.14
2013,East Asia & Pacific,Vietnam,Energy Efficiency,Grant,0.56
2014,East Asia & Pacific,Vietnam,Energy Efficiency,Grant,10.91
2015,East Asia & Pacific,Vietnam,Energy Efficiency,Grant,0.77
2016,East Asia & Pacific,Vietnam,Energy Efficiency,Grant,0.68
2013,Middle East & North Africa,Morocco,Climate Adaptation,Grant,4.57
2014,Middle East & North Africa,Morocco,Climate Adaptation,Grant,14.17
2015,Middle East & North Africa,Morocco,Climate Adaptation,Grant,9.2
2016,Middle East & North Africa,Morocco,Climate Adaptation,Grant,11.22
2017,Middle East & North Africa,Morocco,Climate Adaptation,Grant,13.46
2018,Middle East & North Africa,Morocco,Climate Adaptation,Grant,8.67
2019,Middle East & North Africa,Morocco,Climate Adaptation,Grant,8.15
2020,Middle East & North Africa,Morocco,Climate Adaptation,Grant,23.5
2021,Middle East & North Africa,Morocco,Climate Adaptation,Grant,12.78
2022,Middle East & North Africa,Morocco,Climate Adaptation,Grant,14.35
2013,South Asia,Bangladesh,Energy Efficiency,Grant,0.7
2014,South Asia,Bangladesh,Energy Efficiency,Grant,0.73
2022,East Asia & Pacific,China,Cross-cutting,Grant,1.17
2018,South Asia,India,Renewable Energy,Equity,2.95
2019,South Asia,India,Renewable Energy,Equity,31.33
2020,South Asia,India,Renewable Energy,Equity,22.86
2022,South Asia,India,Renewable Energy,Equity,45.85
2014,East Asia & Pacific,China,Renewable Energy,Equity,8.65
2013,South Asia,Bangladesh,Cross-cutting,Concessional Loan,21.48
2014,South Asia,Bangladesh,Cross-cutting,Concessional Loan,26.06
2015,South Asia,Bangladesh,Cross-cutting,Concessional Loan,34.58
2016,South Asia,Bangladesh,Cross-cutting,Concessional Loan,50.24
2017,South Asia,Bangladesh,Cross-cutting,Concessional Loan,33.71
2018,South Asia,Bangladesh,Cross-cutting,Concessional Loan,25.22
2019,South Asia,Bangladesh,Cross-cutting,Concessional Loan,28.77
2020,South Asia,Bangladesh,Cross-cutting,Concessional Loan,36.21
2021,South Asia,Bangladesh,Cross-cutting,Concessional Loan,46.16
2022,South Asia,Bangladesh,Cross-cutting,Concessional Loan,85.49
2013,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,0.15
2014,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,0.29
2015,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,0.1
2016,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,0.15
2017,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,0.06
2019,Sub-Saharan Africa,Kenya,Cross-cutting,Grant,0.04
2021,East Asia & Pacific,China,Cross-cutting,Grant,1.08
2021,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,1006.14
2022,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,1101.36
2013,South Asia,India,Cross-cutting,Concessional Loan,760.7
2014,South Asia,India,Cross-cutting,Concessional Loan,715.26
2015,South Asia,India,Cross-cutting,Concessional Loan,1278.27
2016,South Asia,India,Cross-cutting,Concessional Loan,814.82
2017,South Asia,India,Cross-cutting,Concessional Loan,1538.78
2018,South Asia,India,Cross-cutting,Concessional Loan,1290.81
2019,South Asia,India,Cross-cutting,Concessional Loan,1083.15
2020,South Asia,India,Cross-cutting,Concessional Loan,1525.87
2021,South Asia,India,Cross-cutting,Concessional Loan,1192.25
2022,South Asia,India,Cross-cutting,Concessional Loan,905.62
2013,Latin America & Caribbean,Mexico,Cross-cutting,Grant,93.72
2014,Latin America & Caribbean,Mexico,Cross-cutting,Grant,94.78
2015,Latin America & Caribbean,Mexico,Cross-cutting,Grant,82.44
2016,Latin America & Caribbean,Mexico,Cross-cutting,Grant,83.93
2017,Latin America & Caribbean,Mexico,Cross-cutting,Grant,97.86
2018,Latin America & Caribbean,Mexico,Cross-cutting,Grant,127.95
2019,Latin America & Caribbean,Mexico,Cross-cutting,Grant,99.13
2020,Latin America & Caribbean,Mexico,Cross-cutting,Grant,109.11
2021,Latin America & Caribbean,Mexico,Cross-cutting,Grant,116.1
2022,Latin America & Caribbean,Mexico,Cross-cutting,Grant,149.63
2013,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.15
2014,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.02
2015,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.15
2016,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.28
2017,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.29
2018,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.09
2019,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.12
2020,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.07
2021,Europe & Central Asia,Ukraine,Cross-cutting,Grant,0.07
2022,Europe & Central Asia,Ukraine,Cross-cutting,Grant,46.03
2013,Sub-Saharan Africa,South Africa,Climate Adaptation,Grant,5.57
2015,Sub-Saharan Africa,South Africa,Climate Adaptation,Grant,0.02
2016,Sub-Saharan Africa,South Africa,Climate Adaptation,Grant,0.11
2017,Sub-Saharan Africa,South Africa,Climate Adaptation,Grant,0.06
2020,Sub-Saharan Africa,South Africa,Climate Adaptation,Grant,0.09
2013,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,874.53
2014,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,989.92
2015,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,645.73
2016,Middle East & North Africa,Morocco,Cross-cutting,Concessional Loan,958.17
